sku,price,quantity,image,name
W0221.Z3.DIW.01,1829.63,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40688/W0221.Z3.DIW.01_1.jpg,"Pierścionek W0221 Diament 0,08ct żółte złoto"
W0221.Z3.DIW.02,2001.83,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40692/W0221.Z3.DIW.02_1.jpg,"Pierścionek W0221 Diament 0,10ct żółte złoto"
W0221.Z3.DIW.03,2070.09,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/49338/W0221.Z3.DIW.03_1.jpg,"Pierścionek W0221 Diament 0,12ct żółte złoto"
W0222.Z3.DIW.14,2216.46,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40720/W0222.Z3.DIW.14_1.jpg,"Pierścionek W0222BT Diament 0,08ct żółte złoto"
W0222.Z3.DIW.07,3673.39,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/49342/W0222.Z3.DIW.07_1.jpg,"Pierścionek W0222B Diament 0,20ct żółte złoto"
W0222.Z3.DIW.08,4282.24,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/49346/W0222.Z3.DIW.08_1.jpg,"Pierścionek W0222B Diament 0,23ct żółte złoto"
W0222.Z3.DIW.09,4261.95,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40723/W0222.Z3.DIW.09_1.jpg,"Pierścionek W0222B Diament 0,25ct żółte złoto"
W0222.Z3.DIW.10,4444.60,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40727/W0222.Z3.DIW.10_1.jpg,"Pierścionek W0222B Diament 0,30ct żółte złoto"
W0222.Z3.DIW.12,1700.47,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40736/W0222.Z3.DIW.12_1.jpg,"Pierścionek W0222T Diament 0,01ct żółte złoto"
W0222.Z3.DIW.01,1872.67,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40740/W0222.Z3.DIW.01_1.jpg,"Pierścionek W0222 Diament 0,04ct żółte złoto"
W0222.Z3.DIW.02,2258.28,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40744/W0222.Z3.DIW.02_1.jpg,"Pierścionek W0222 Diament 0,08ct żółte złoto"
W0222.Z3.DIW.03,2509.20,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/60366/W0222.Z3.DIW.03_1.jpg,"Pierścionek W0222 Diament 0,10ct żółte złoto"
W0222.Z3.DIW.05,3052.86,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/59862/W0222.Z3.DIW.05_1.jpg,"Pierścionek W0222 Diament 0,15ct żółte złoto"
W0223.Z3.DIW.03,4444.60,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40772/W0223.Z3.DIW.03_1.jpg,"Pierścionek W0223B Diament 0,25ct żółte złoto"
W0223.Z3.DIW.04,4606.96,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40776/W0223.Z3.DIW.04_1.jpg,"Pierścionek W0223B Diament 0,30ct żółte złoto"
W0223.Z3.DIW.01,1722.00,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40780/W0223.Z3.DIW.01_1.jpg,"Pierścionek W0223 Diament 0,08ct żółte złoto"
W0223.Z3.DIW.02,1980.30,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40784/W0223.Z3.DIW.02_1.jpg,"Pierścionek W0223 Diament 0,10ct żółte złoto"
W0224.Z3.DIW.03,4261.95,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40803/W0224.Z3.DIW.03_1.jpg,"Pierścionek W0224B Diament 0,25ct żółte złoto"
W0224.Z3.DIW.04,4282.24,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40807/W0224.Z3.DIW.04_1.jpg,"Pierścionek W0224B Diament 0,30ct żółte złoto"
W0224.Z3.DIW.01,1722.00,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40814/W0224.Z3.DIW.01_1.jpg,"Pierścionek W0224 Diament 0,08ct żółte złoto"
W0224.Z3.DIW.02,1980.30,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40818/W0224.Z3.DIW.02_1.jpg,"Pierścionek W0224 Diament 0,10ct żółte złoto"
W0225.Z3.DIW.04,4343.13,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40834/W0225.Z3.DIW.04_1.jpg,"Pierścionek W0225B Diament 0,25ct żółte złoto"
W0225.Z3.DIW.05,4363.43,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40838/W0225.Z3.DIW.05_1.jpg,"Pierścionek W0225B Diament 0,30ct żółte złoto"
W0225.Z3.DIW.01,1958.77,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40842/W0225.Z3.DIW.01_1.jpg,"Pierścionek W0225 Diament 0,08ct żółte złoto"
W0225.Z3.DIW.02,2132.82,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40846/W0225.Z3.DIW.02_1.jpg,"Pierścionek W0225 Diament 0,10ct żółte złoto"
W0228.Z3.DIW.02,2676.48,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40887/W0228.Z3.DIW.02_1.jpg,"Pierścionek W0228 Diament 0,15ct żółte złoto"
W0228.Z3.DIW.04,4444.60,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/49354/W0228.Z3.DIW.04_1.jpg,"Pierścionek W0228 Diament 0,25ct żółte złoto"
W0228.Z3.DIW.05,4606.96,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40891/W0228.Z3.DIW.05_1.jpg,"Pierścionek W0228 Diament 0,30ct żółte złoto"
W0228.Z3.DIW.06,6413.22,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40894/W0228.Z3.DIW.06_1.jpg,"Pierścionek W0228 Diament 0,40ct żółte złoto"
W0228.Z3.DIW.07,9721.92,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40897/W0228.Z3.DIW.07_1.jpg,"Pierścionek W0228 Diament 0,50ct żółte złoto"
W0228.Z3.DIW.08,14228.64,3,https://sklep.bestdiamonds.pl/userdata/public/gfx/40900/W0228.Z3.DIW.08_1.jpg,"Pierścionek W0228 Diament 0,70ct żółte złoto"
